Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,Calado arribo,Calado diff,covid_era,atraque_hour_sin,atraque_hour_cos,atraque_dayofweek_sin,atraque_dayofweek_cos,atraque_month_sin,atraque_month_cos
Container,140096,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,30.58333333333333,11.0,1.4,pre,1.0,0.0,0.433884,-0.900969,0.866025,0.5
Container,110632,CORONEL,MEJILLONES,96707720-8 - MSC,Sitio 1,MSC,Andes,16.166666666666668,9.575,-1.525,pre,-0.5,-0.866025,-0.433884,-0.900969,0.866025,0.5
Dry Bulk,9961,other_origins,other_destinations,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,31.666666666666668,7.26,1.5,pre,0.866025,0.5,-0.974928,-0.222521,0.866025,0.5
Vehicle Carrier,59217,ZARATE,CALLAO,78610880-2 - INCHCAPE,Sitio 4/5,other_liners,CAR CARRIERS,7.233333333333333,8.275,-0.225,pre,-0.707107,-0.707107,0.974928,-0.222521,0.866025,0.5
Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,35.916666666666664,12.1,0.3,pre,0.866025,0.5,-0.974928,-0.222521,0.866025,0.5
Container,118945,MEJILLONES,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,41.65,8.75,0.1,pre,0.0,1.0,-0.433884,-0.900969,0.866025,0.5
Liquid Bulk,12136,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,14.833333333333334,6.0,0.2,pre,0.866025,-0.5,0.433884,-0.900969,0.866025,0.5
Container,39106,ARICA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,26.0,8.675,1.975,pre,-0.707107,0.707107,0.433884,-0.900969,0.866025,0.5
Dry Bulk,23405,VANCOUVER - BC,LIRQUEN,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,22.73333333333333,7.965,0.2,pre,-0.866025,0.5,-0.974928,-0.222521,0.866025,0.5
Container,66289,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,21.416666666666668,11.75,0.1,pre,-1.0,-0.0,-0.781831,0.62349,0.866025,0.5
Dry Bulk,34773,ROSARIO,PANAMA CITY,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,95.3,10.155,4.505,pre,-1.0,-0.0,0.781831,0.62349,0.866025,0.5
Dry Bulk,33032,CORONEL,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,82.16666666666667,9.7,3.7,pre,-1.0,-0.0,-0.974928,-0.222521,0.866025,0.5
Passenger,62735,PUERTO MONTT,other_destinations,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,10.683333333333334,7.65,-0.05,pre,1.0,0.0,0.781831,0.62349,0.866025,0.5
Dry Bulk,22683,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,79.41666666666667,10.3,4.8,pre,0.0,1.0,0.974928,-0.222521,0.866025,0.5
Container,94440,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,55.1,9.375,0.525,pre,-0.258819,-0.965926,0.974928,-0.222521,0.866025,0.5
Dry Bulk,23351,PUERTO MONTT,other_destinations,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,77.45,9.05,3.55,pre,-0.965926,-0.258819,-0.974928,-0.222521,0.866025,0.5
Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,24.666666666666668,11.5,-0.25,pre,0.965926,0.258819,-0.974928,-0.222521,0.866025,0.5
Dry Bulk,21185,ROSARIO,CALLAO,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,79.83333333333333,9.99,5.09,pre,0.707107,-0.707107,-0.974928,-0.222521,0.866025,0.5
Vehicle Carrier,39065,IQUIQUE,other_destinations,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,7.5,7.13,0.21,pre,-0.707107,-0.707107,-0.433884,-0.900969,0.866025,0.5
Container,109149,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,33.75,11.4,0.5,pre,0.258819,-0.965926,-0.974928,-0.222521,0.866025,0.5
Dry Bulk,31538,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,129.83333333333334,10.275,4.7,pre,0.707107,-0.707107,0.974928,-0.222521,0.866025,0.5
Container,116568,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,21.25,12.1,0.585,pre,0.965926,-0.258819,-0.974928,-0.222521,0.866025,0.5
Dry Bulk,24168,PUERTO MONTT,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,50.583333333333336,8.0,2.15,pre,-0.707107,0.707107,-0.433884,-0.900969,1.0,0.0
Passenger,91740,PUERTO MONTT,PUERTO MONTT,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,12.65,8.405,0.005,pre,1.0,0.0,-0.974928,-0.222521,0.866025,0.5
Passenger,32477,PUERTO MONTT,PUERTO MONTT,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,10.883333333333333,6.55,-0.1,pre,1.0,0.0,-0.781831,0.62349,0.866025,0.5
Passenger,30277,PUERTO MONTT,PUERTO MONTT,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,10.8,5.765,0.015,pre,0.965926,-0.258819,0.0,1.0,0.866025,0.5
Passenger,61396,PUERTO MONTT,PUERTO MONTT,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,14.233333333333333,7.75,-0.1,pre,0.965926,0.258819,-0.974928,-0.222521,0.866025,0.5
Liquid Bulk,15659,MEJILLONES,QUINTERO,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,44.25,6.3,-4.64,pre,-0.866025,-0.5,-0.781831,0.62349,0.866025,0.5
Liquid Bulk,14965,QUINTERO,ILO,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,10.083333333333334,6.825,1.1,pre,0.866025,-0.5,-0.974928,-0.222521,0.866025,0.5
Liquid Bulk,14965,QUINTERO,ILO,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,17.166666666666668,6.825,1.1,pre,-0.5,-0.866025,-0.433884,-0.900969,0.866025,0.5
Container,39106,SAN VICENTE,RIO GRANDE - RS,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,8.0,6.05,-0.3,pre,-0.258819,-0.965926,0.781831,0.62349,0.866025,0.5
General Cargo,36925,VALPARAISO,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,42.0,11.5,1.85,pre,1.0,0.0,0.0,1.0,0.866025,0.5
Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,14.166666666666666,5.5,-0.75,pre,-0.258819,-0.965926,0.974928,-0.222521,0.866025,0.5
Container,94440,ANGAMOS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,45.63333333333333,10.51,0.76,pre,-0.707107,0.707107,0.974928,-0.222521,0.866025,0.5
Container,94623,MEJILLONES,CALLAO,80925100-4 - SOMARCO,Sitio 4/5,COSCO GROUP,Eurosal,38.05,10.25,0.7,pre,-0.5,-0.866025,0.433884,-0.900969,1.0,0.0
Container,39905,ARICA,PUERTO MADRYN,82728500-5 - IAN TAYLOR,Sitio 2,ALIANCA,NEW ANDES,17.916666666666668,9.2,0.8,pre,-0.707107,0.707107,0.433884,-0.900969,1.0,0.0
Container,90757,CALLAO,HONG KONG,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA,38.0,11.55,0.55,pre,1.0,0.0,0.0,1.0,1.0,0.0
Container,95138,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,32.75,10.35,1.1,pre,-0.5,0.866025,-0.433884,-0.900969,1.0,0.0
Container,35835,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,25.616666666666667,10.5,-0.05,pre,0.965926,0.258819,0.974928,-0.222521,1.0,0.0
Container,81488,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,31.5,12.9,0.4,pre,1.0,0.0,-0.974928,-0.222521,1.0,0.0
Passenger,91627,PUERTO MONTT,COQUIMBO,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,13.616666666666667,7.945,0.045,pre,0.866025,0.5,0.433884,-0.900969,1.0,0.0
Container,21018,IQUIQUE,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,PWS,12.333333333333334,8.1,1.35,pre,0.866025,-0.5,0.974928,-0.222521,1.0,0.0
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,17.416666666666668,5.45,-0.65,pre,-0.707107,0.707107,0.974928,-0.222521,1.0,0.0
Vehicle Carrier,57566,IQUIQUE,NAGOYA - AICHI,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,9.05,7.45,0.3,pre,0.866025,0.5,0.974928,-0.222521,1.0,0.0
Dry Bulk,21211,other_origins,PUERTO MONTT,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,63.583333333333336,9.775,2.22,pre,-0.707107,0.707107,-0.974928,-0.222521,0.866025,0.5
Container,141649,CORONEL,CALLAO,96707720-8 - MSC,Sitio 1,MSC,Andes,23.25,11.0,-2.0,pre,0.965926,-0.258819,0.974928,-0.222521,1.0,0.0
Dry Bulk,23232,GUAYAQUIL,LIRQUEN,80010900-0 - AGENTAL,Sitio 4/5,NON-LINER,NO SERVICE,70.16666666666667,9.615,4.49,pre,-0.965926,0.258819,-0.433884,-0.900969,1.0,0.0
Dry Bulk,32984,ROSARIO,CALLAO,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,86.25,10.5,4.65,pre,0.258819,0.965926,0.0,1.0,1.0,0.0
Container,141000,CALLAO,CORONEL,96707720-8 - MSC,Sitio 4/5,MSC,Andes,31.966666666666665,10.725,1.675,pre,-0.965926,-0.258819,-0.781831,0.62349,1.0,0.0
Vehicle Carrier,51917,ZARATE,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,7.2,8.0,0.15,pre,-0.866025,0.5,-0.781831,0.62349,1.0,0.0
Passenger,90746,PUERTO MONTT,COQUIMBO,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,12.866666666666667,7.9,0.0,pre,1.0,0.0,-0.974928,-0.222521,0.866025,0.5
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,37.16666666666666,6.365,-4.535,pre,0.258819,0.965926,-0.433884,-0.900969,1.0,0.0
Container,65059,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,18.666666666666668,11.45,-0.15,pre,-0.258819,-0.965926,-0.781831,0.62349,1.0,0.0
Liquid Bulk,11653,OQUENDO,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,12.616666666666667,5.6,-0.35,pre,-1.0,-0.0,-0.781831,0.62349,1.0,0.0
Container,54675,CORONEL,MANZANILLO - MX,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,8.433333333333334,8.95,0.15,pre,1.0,0.0,-0.781831,0.62349,1.0,0.0
Container,91649,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,45.583333333333336,10.4,-0.3,pre,-0.866025,-0.5,0.0,1.0,0.866025,0.5
Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,12.5,5.9,-0.75,pre,-0.866025,-0.5,0.974928,-0.222521,0.866025,0.5
Dry Bulk,23432,GUAYAQUIL,PATILLOS,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,62.56666666666667,9.74,4.74,pre,0.965926,0.258819,-0.433884,-0.900969,0.866025,0.5
Vehicle Carrier,57718,IQUIQUE,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,7.566666666666666,7.9,-0.675,pre,1.0,0.0,-0.433884,-0.900969,0.866025,0.5
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,12.75,4.8,-0.985,pre,0.866025,-0.5,-0.781831,0.62349,0.866025,0.5
Container,76067,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,31.5,10.85,-0.05,pre,0.866025,-0.5,0.0,1.0,0.866025,0.5
Vehicle Carrier,58767,IQUIQUE,NAGOYA - AICHI,96566940-k - AGUNSA,Sitio 4/5,NYK,USCX,14.233333333333333,8.15,0.5,pre,1.0,0.0,0.781831,0.62349,0.866025,0.5
Container,22801,IQUIQUE,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,PWS,16.333333333333332,6.975,0.35,pre,1.0,0.0,0.974928,-0.222521,0.866025,0.5
Vehicle Carrier,51699,MANTA,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,17.783333333333335,9.05,0.0,pre,0.965926,0.258819,0.974928,-0.222521,0.866025,0.5
Liquid Bulk,11773,QUINTERO,BARQUITO,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,13.333333333333334,8.0,-1.71,pre,-0.258819,0.965926,0.974928,-0.222521,0.866025,0.5
Vehicle Carrier,62380,IQUIQUE,LAZARO CARDENAS - MIC,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,20.08333333333333,8.325,0.625,pre,-0.866025,0.5,0.0,1.0,0.866025,0.5
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,42.91666666666666,6.3,-4.55,pre,0.707107,-0.707107,-0.433884,-0.900969,0.866025,0.5
Passenger,91740,PUERTO MONTT,COQUIMBO,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,12.9,8.37,-0.13,during,0.965926,0.258819,-0.974928,-0.222521,1.0,0.0
Dry Bulk,23250,other_origins,TALCAHUANO,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,40.25,8.05,1.55,pre,0.965926,0.258819,0.0,1.0,1.0,0.0
Container,39106,ARICA,PUERTO MADRYN,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,other_services,28.666666666666668,8.98,0.58,pre,-0.258819,0.965926,0.433884,-0.900969,0.866025,0.5
Passenger,66084,PUERTO MONTT,COQUIMBO,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,11.633333333333333,7.57,-0.33,pre,0.965926,-0.258819,0.781831,0.62349,1.0,0.0
Dry Bulk,36474,ANTOFAGASTA,LIRQUEN,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,81.86666666666666,7.75,1.995,pre,0.258819,-0.965926,0.974928,-0.222521,0.866025,0.5
Container,118945,MEJILLONES,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,48.083333333333336,8.7,-0.15,pre,1.0,0.0,0.433884,-0.900969,0.866025,0.5
Dry Bulk,34801,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,95.5,10.08,4.08,pre,-0.866025,0.5,0.0,1.0,1.0,0.0
Vehicle Carrier,57442,IQUIQUE,other_destinations,78610880-2 - INCHCAPE,Sitio 4/5,other_liners,CAR CARRIERS,16.0,8.14,0.49,pre,-0.866025,0.5,0.433884,-0.900969,0.866025,0.5
Dry Bulk,32372,other_origins,CORONEL,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,44.16666666666666,11.5,1.835,pre,0.866025,-0.5,-0.974928,-0.222521,0.866025,0.5
Container,91621,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,41.91666666666666,10.75,0.3,pre,0.965926,0.258819,0.0,1.0,0.866025,0.5
Container,66289,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,other_services,15.5,10.5,0.15,pre,-0.5,0.866025,0.433884,-0.900969,0.866025,0.5
Vehicle Carrier,61260,CALLAO,SANTOS - SP,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,10.483333333333333,8.6,0.1,pre,1.0,0.0,0.433884,-0.900969,0.866025,0.5
Vehicle Carrier,59409,ZARATE,IQUIQUE,80992000-3 - ULTRAMAR,Sitio 4/5,MOL,NASS,5.95,8.77,0.0,pre,-0.707107,-0.707107,-0.974928,-0.222521,0.866025,0.5
Dry Bulk,32372,other_origins,CORONEL,96566940-k - AGUNSA,C1,NON-LINER,NO SERVICE,42.48333333333333,11.5,1.835,pre,0.707107,-0.707107,0.433884,-0.900969,0.866025,0.5
Vehicle Carrier,61321,IQUIQUE,PARANAGUA - PR,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,11.133333333333333,8.8,0.45,pre,1.0,0.0,-0.433884,-0.900969,1.0,0.0
Vehicle Carrier,57718,ZARATE,CALLAO,78610880-2 - INCHCAPE,Sitio 4/5,other_liners,CAR CARRIERS,6.583333333333333,7.9,0.2,during,-0.5,0.866025,-0.433884,-0.900969,1.0,0.0
Vehicle Carrier,57536,IQUIQUE,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,18.666666666666668,7.8,0.6,during,0.965926,-0.258819,-0.781831,0.62349,1.0,0.0
Container,112300,ANGAMOS,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,28.166666666666668,11.1,2.85,pre,-0.707107,0.707107,0.781831,0.62349,1.0,0.0
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,39.16666666666666,10.225,-0.175,during,1.0,0.0,0.974928,-0.222521,1.0,0.0
Dry Bulk,33035,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,96.58333333333331,9.985,2.115,during,-0.866025,-0.5,-0.781831,0.62349,1.0,0.0
Container,99946,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 1,EVERGREEN,WSA,34.833333333333336,11.6,-0.225,pre,0.866025,-0.5,0.0,1.0,1.0,0.0
Container,53481,ANTOFAGASTA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,ALIANCA,NEW ANDES,20.75,9.85,0.85,during,-0.707107,0.707107,-0.433884,-0.900969,1.0,0.0
Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,15.916666666666666,4.9,-0.62,during,0.965926,-0.258819,-0.433884,-0.900969,1.0,0.0
Dry Bulk,24168,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,69.91666666666667,9.9,4.7,during,-0.965926,-0.258819,0.433884,-0.900969,1.0,0.0
Container,92198,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,37.083333333333336,11.7,0.25,during,0.866025,-0.5,-0.781831,0.62349,1.0,0.0
Container,92293,other_origins,GUAYAQUIL,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,21.25,8.85,0.6,during,-0.5,0.866025,0.0,1.0,1.0,0.0
Container,141000,LIRQUEN,CALLAO,96707720-8 - MSC,Sitio 1,MSC,Andes,21.58333333333333,12.275,-0.825,during,0.965926,-0.258819,-0.974928,-0.222521,1.0,0.0
Container,118945,MEJILLONES,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,58.66666666666666,10.0,0.0,during,-0.707107,0.707107,0.974928,-0.222521,1.0,0.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,31.166666666666668,6.285,-2.61,during,-0.258819,0.965926,-0.974928,-0.222521,1.0,0.0
Container,53481,SANTOS - SP,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,ALIANCA,NEW ANDES,14.0,10.225,-0.325,during,1.0,0.0,0.781831,0.62349,1.0,0.0
Vehicle Carrier,70687,CALLAO,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,45.96666666666667,8.35,1.1,during,-0.258819,-0.965926,0.781831,0.62349,1.0,0.0
Container,96816,LIRQUEN,ANGAMOS,96707720-8 - MSC,Sitio 1,MSC,Andes,24.83333333333333,9.85,-3.025,during,0.965926,0.258819,0.974928,-0.222521,1.0,0.0
Container,118945,MEJILLONES,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,50.41666666666666,10.4,0.175,during,-0.5,0.866025,0.974928,-0.222521,1.0,0.0
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,25.78333333333333,9.95,-0.7,during,1.0,0.0,0.974928,-0.222521,1.0,0.0
Container,22801,IQUIQUE,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,PWS,20.83333333333333,8.7,1.25,during,0.965926,-0.258819,0.974928,-0.222521,1.0,0.0
Container,39905,ARICA,PUERTO MADRYN,82728500-5 - IAN TAYLOR,Sitio 1,ALIANCA,NEW ANDES,18.08333333333333,9.55,-0.75,during,-0.707107,0.707107,0.433884,-0.900969,1.0,0.0
Dry Bulk,24940,SAN LORENZO,ARICA,78610880-2 - INCHCAPE,Sitio 4/5,NON-LINER,NO SERVICE,135.86666666666667,9.945,3.185,during,0.0,-1.0,0.433884,-0.900969,1.0,0.0
Dry Bulk,24195,SAN LORENZO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,89.3,10.25,2.25,during,-0.965926,-0.258819,0.433884,-0.900969,1.0,0.0
Vehicle Carrier,39065,IQUIQUE,LAZARO CARDENAS - MIC,96566940-k - AGUNSA,Sitio 4/5,KLINE,SHINNANSEIKAI,15.616666666666667,7.42,0.48,during,-0.866025,0.5,0.433884,-0.900969,1.0,0.0
Container,39106,SANTOS - SP,CALLAO,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,21.5,11.55,1.41,during,-0.707107,0.707107,-0.433884,-0.900969,1.0,0.0
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,17.666666666666668,5.85,-0.3,during,-0.866025,0.5,-0.974928,-0.222521,1.0,0.0
Dry Bulk,21198,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,68.83333333333333,6.4,1.26,during,-0.707107,0.707107,-0.974928,-0.222521,1.0,0.0
Dry Bulk,23440,other_origins,other_destinations,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,74.58333333333333,9.865,4.365,during,0.0,1.0,0.974928,-0.222521,0.866025,-0.5
Dry Bulk,23985,NEW ORLEANS INT. APT,NEW ORLEANS INT. APT,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,80.16666666666667,9.825,4.1,during,-0.5,-0.866025,-0.974928,-0.222521,0.866025,-0.5
Vehicle Carrier,58989,IQUIQUE,NAGOYA - AICHI,96566940-k - AGUNSA,Sitio 4/5,KLINE,SHINNANSEIKAI,14.95,8.2,0.45,during,-0.866025,0.5,-0.433884,-0.900969,1.0,0.0
Container,95138,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,33.416666666666664,8.6,-0.95,during,1.0,0.0,-0.781831,0.62349,1.0,0.0
Liquid Bulk,17139,QUINTERO,CALLAO,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,7.833333333333333,6.4,0.0,during,0.965926,-0.258819,-0.781831,0.62349,1.0,0.0
Container,110632,LIRQUEN,MEJILLONES,96707720-8 - MSC,Sitio 1,MSC,Andes,25.83333333333333,11.55,-1.65,during,-0.707107,0.707107,0.781831,0.62349,1.0,0.0
Vehicle Carrier,75206,IQUIQUE,YOKOHAMA - KANAGAWA,96566940-k - AGUNSA,Sitio 4/5,KLINE,SHINNANSEIKAI,8.416666666666666,7.67,0.27,during,1.0,0.0,-0.433884,-0.900969,0.866025,-0.5
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,28.666666666666668,6.15,-2.725,during,-0.965926,-0.258819,-0.781831,0.62349,1.0,0.0
Vehicle Carrier,59217,IQUIQUE,other_destinations,78610880-2 - INCHCAPE,Sitio 4/5,other_liners,CAR CARRIERS,8.7,8.4,-0.5,during,-0.707107,0.707107,0.0,1.0,0.866025,-0.5
Container,73819,other_origins,CORONEL,96707720-8 - MSC,Sitio 2,MSC,Extra Louder,10.583333333333334,8.75,0.0,during,-0.5,-0.866025,-0.433884,-0.900969,1.0,0.0
Vehicle Carrier,65697,CALLAO,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,30.45,9.05,0.85,during,-0.707107,0.707107,-0.781831,0.62349,1.0,0.0
Container,102492,MEJILLONES,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,26.166666666666668,10.35,2.0,during,-0.965926,-0.258819,0.781831,0.62349,1.0,0.0
Dry Bulk,33084,ROSARIO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,139.33333333333334,11.0,5.41,during,0.0,1.0,0.433884,-0.900969,0.866025,-0.5
Container,95256,ANGAMOS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,47.05,10.95,1.65,during,0.965926,0.258819,0.433884,-0.900969,1.0,0.0
Container,92293,MEJILLONES,TAURANGA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,22.33333333333333,12.0,-0.35,during,1.0,0.0,-0.781831,0.62349,1.0,0.0
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,35.2,9.75,-0.7,during,1.0,0.0,0.974928,-0.222521,1.0,0.0
